bedtime,wakeup_time,bedtime_minutes,wakeup_minutes,sleep_duration,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood,sleep_interruptions,sleep_quality
01:49,08:30,109,510,6.15,None,29,148,5,Happy,No,Average
01:40,08:35,100,515,7.31,Low,57,97,2,Happy,No,Good
01:51,07:39,111,459,5.72,High,34,22,4,Neutral,No,Average
00:46,07:04,46,424,6.47,Low,42,92,3,Happy,No,Good
22:37,09:13,1357,553,10.74,None,52,38,3,Neutral,Yes,Good
00:13,08:58,13,538,9.01,Low,10,94,2,Anxious,No,Good
22:08,05:33,1328,333,7.58,None,17,15,2,Sad,No,Good
23:45,07:15,1425,435,7.88,Low,33,33,1,Neutral,No,Good
01:40,09:05,100,545,7.29,None,54,18,4,Anxious,Yes,Good
01:04,05:30,64,330,4.76,Low,13,5,2,Happy,No,Average
01:13,05:14,73,314,4.3,Moderate,33,104,8,Neutral,No,Poor
00:24,05:41,24,341,4.97,Low,41,81,5,Sad,No,Average
00:21,07:01,21,421,6.97,Low,82,13,6,Neutral,No,Good
00:59,05:11,59,311,3.68,None,38,121,6,Happy,No,Average
00:57,09:05,57,545,8.41,None,66,57,4,Neutral,No,Good
22:58,06:22,1378,382,7.86,High,38,3,1,Sad,No,Good
22:26,08:18,1346,498,9.58,Low,13,143,4,Sad,No,Average
01:35,05:28,95,328,3.4,Low,47,20,3,Happy,No,Good
22:04,08:26,1324,506,10.07,Low,17,4,5,Happy,Yes,Average
00:22,07:51,22,471,7.09,Moderate,8,70,2,Neutral,No,Average
01:25,09:33,85,573,8.74,Low,44,80,3,Anxious,No,Good
23:11,06:52,1391,412,8.27,Low,44,112,3,Happy,No,Good
01:18,07:25,78,445,5.87,Low,27,86,0,Sad,No,Average
22:42,05:20,1362,320,7.4,Moderate,22,103,8,Neutral,No,Average
23:19,05:03,1399,303,5.59,Moderate,30,42,4,Sad,No,Average
23:20,06:46,1400,406,7.03,Moderate,37,36,6,Neutral,No,Good
22:20,09:52,1340,592,11.52,None,22,46,5,Sad,No,Good
23:29,08:19,1409,499,9.06,High,29,119,7,Happy,No,Average
22:46,07:12,1366,432,8.05,Low,27,17,0,Neutral,No,Good
22:23,07:24,1343,444,9.41,Low,61,3,5,Happy,No,Good
00:04,08:39,4,519,9.34,Low,46,47,4,Sad,No,Good
01:56,06:16,116,376,4.22,None,21,23,2,Happy,No,Average
00:30,06:41,30,401,6.03,Moderate,7,6,5,Neutral,Yes,Poor
00:21,08:39,21,519,8.92,None,17,67,5,Happy,No,Average
01:51,09:30,111,570,7.56,None,25,62,6,Happy,No,Average
00:59,09:16,59,556,8.41,Moderate,19,53,4,Happy,No,Average
23:51,08:53,1431,533,9.3,Low,19,57,4,Sad,Yes,Average
23:25,06:02,1405,362,6.42,Moderate,39,140,1,Neutral,No,Average
00:01,05:54,1,354,5.9,Low,4,81,8,Neutral,No,Poor
22:32,09:19,1352,559,11.22,High,23,118,2,Neutral,Yes,Average
00:53,05:25,53,325,4.71,Low,49,42,2,Sad,No,Good
00:02,09:51,2,591,9.55,None,41,20,4,Neutral,No,Good
00:28,09:00,28,540,8.6,High,2,117,5,Neutral,Yes,Poor
22:51,07:14,1371,434,8.01,Low,4,97,1,Neutral,No,Good
01:07,07:52,67,472,6.67,None,16,14,0,Sad,No,Good
22:48,05:31,1368,331,7.16,None,13,47,8,Neutral,No,Good
00:17,07:47,17,467,7.52,None,34,88,5,Neutral,No,Good
22:51,07:25,1371,445,8.67,High,20,111,3,Happy,No,Average
23:07,06:46,1387,406,7.51,None,6,76,3,Anxious,No,Good
23:26,09:00,1406,540,9.01,None,28,12,1,Neutral,No,Good
01:03,05:06,63,306,4.16,Moderate,5,104,4,Happy,No,Poor
00:25,06:58,25,418,5.63,Moderate,47,17,3,Happy,No,Average
22:37,05:21,1357,321,7.43,High,35,34,4,Neutral,No,Good
00:21,08:54,21,534,7.93,Low,41,26,6,Happy,No,Good
23:10,08:37,1390,517,8.88,None,8,96,5,Happy,No,Average
00:16,05:40,16,340,5.21,Low,14,30,2,Happy,Yes,Average
01:20,07:35,80,455,6.2,Low,11,18,2,Sad,No,Good
22:41,05:29,1361,329,7.34,Low,5,35,3,Sad,No,Good
23:35,08:54,1415,534,9.99,Low,12,46,3,Happy,No,Good
22:07,06:49,1327,409,8.84,Moderate,43,64,3,Happy,No,Good
00:33,09:38,33,578,8.78,None,46,3,1,Neutral,No,Good
23:48,05:13,1428,313,6.02,Low,16,68,5,Neutral,Yes,Poor
22:41,05:20,1361,320,7.12,Low,52,44,5,Happy,No,Good
01:41,08:40,101,520,7.14,Low,3,51,4,Happy,No,Good
01:04,05:44,64,344,5.6,Low,58,86,4,Happy,No,Average
00:45,06:06,45,366,5.33,Moderate,78,37,3,Happy,Yes,Average
23:16,06:51,1396,411,7.44,Low,9,114,2,Neutral,No,Good
22:18,05:48,1338,348,6.95,High,45,40,2,Neutral,No,Good
22:01,08:31,1321,511,10.4,None,7,77,5,Neutral,Yes,Average
22:35,05:01,1355,301,6.4,Low,52,67,4,Sad,No,Average
22:17,06:03,1337,363,7.75,Low,70,104,1,Happy,No,Good
01:13,09:49,73,589,7.84,Low,32,71,7,Neutral,No,Good
22:11,05:14,1331,314,7.45,Low,53,149,5,Sad,Yes,Average
00:58,06:36,58,396,5.76,Moderate,5,92,4,Neutral,No,Poor
00:48,07:54,48,474,7.18,Low,6,19,7,Sad,No,Good
01:37,05:14,97,314,4.17,None,23,84,1,Neutral,No,Average
00:29,08:09,29,489,7.13,Moderate,3,69,5,Happy,Yes,Poor
23:24,07:25,1404,445,8.47,None,41,127,6,Happy,No,Good
00:27,09:02,27,542,8.31,Low,58,46,1,Happy,No,Good
00:53,08:24,53,504,7.05,None,34,110,5,Happy,Yes,Average
23:09,06:17,1389,377,6.74,None,34,12,2,Neutral,Yes,Good
23:49,08:48,1429,528,9.62,Moderate,27,38,5,Anxious,No,Average
01:03,09:06,63,546,8.11,Low,30,157,5,Anxious,No,Good
00:46,05:43,46,343,5.01,None,19,34,2,Anxious,Yes,Average
22:27,06:03,1347,363,7.84,None,55,7,4,Anxious,Yes,Good
00:37,06:20,37,380,6.02,Moderate,22,34,4,Neutral,No,Average
23:26,05:18,1406,318,5.91,None,48,112,6,Sad,No,Average
01:48,07:39,108,459,6.68,None,66,29,2,Neutral,Yes,Good
00:24,09:22,24,562,9.46,Moderate,28,62,5,Neutral,No,Average
22:39,07:09,1359,429,8.51,None,22,41,2,Happy,Yes,Good
00:48,08:59,48,539,8.41,High,6,54,6,Neutral,No,Average
00:11,06:32,11,392,6.06,Low,20,59,3,Neutral,No,Good
00:48,07:23,48,443,6.44,High,8,8,3,Happy,No,Average
23:45,06:39,1425,399,7.0,Low,15,59,4,Happy,No,Good
01:35,08:15,95,495,6.71,Low,45,137,6,Neutral,No,Average
22:47,05:14,1367,314,7.28,Low,51,127,8,Neutral,No,Good
01:21,07:55,81,475,6.71,Low,31,3,3,Happy,No,Good
22:48,08:01,1368,481,9.92,Low,26,111,5,Sad,No,Average
00:14,07:16,14,436,6.86,High,17,42,6,Sad,No,Average
00:33,07:09,33,429,6.84,Moderate,37,3,4,Happy,No,Average
01:57,06:45,117,405,5.18,Moderate,54,4,1,Sad,No,Average
01:39,08:44,99,524,7.38,Moderate,43,44,4,Anxious,No,Good
22:46,07:37,1366,457,8.95,None,24,131,5,Happy,No,Average
22:57,07:56,1377,476,8.84,None,16,30,1,Anxious,No,Good
01:57,07:49,117,469,5.41,Moderate,38,40,4,Neutral,No,Average
01:43,09:22,103,562,8.21,None,24,40,2,Happy,No,Good
01:07,07:46,67,466,6.49,High,45,42,2,Happy,Yes,Average
01:51,09:55,111,595,7.82,Moderate,8,20,2,Happy,No,Good
22:16,09:49,1336,589,10.96,Moderate,4,123,3,Sad,Yes,Average
23:24,09:00,1404,540,9.15,Low,42,76,6,Sad,Yes,Average
22:24,09:14,1344,554,11.17,None,26,15,3,Happy,No,Good
01:19,07:55,79,475,6.46,Low,27,25,2,Happy,No,Good
22:28,07:23,1348,443,9.33,None,10,19,4,Happy,No,Good
22:30,07:40,1350,460,10.24,Low,5,51,5,Happy,No,Good
01:23,08:46,83,526,7.22,None,34,98,5,Happy,No,Good
00:58,08:04,58,484,6.7,Low,19,34,4,Neutral,Yes,Average
01:16,08:10,76,490,6.12,Low,0,54,3,Neutral,No,Good
22:37,06:48,1357,408,8.03,Low,38,66,0,Neutral,No,Good
22:04,08:01,1324,481,9.49,None,0,57,3,Happy,No,Good
22:24,08:27,1344,507,10.64,None,48,30,6,Neutral,No,Good
22:01,07:32,1321,452,9.75,None,19,107,4,Neutral,No,Average
00:11,07:05,11,425,7.07,None,22,22,5,Neutral,Yes,Average
22:30,09:52,1350,592,11.82,None,28,5,6,Sad,No,Good
23:03,06:28,1383,388,7.52,Moderate,64,4,4,Happy,Yes,Average
22:30,07:34,1350,454,9.13,Low,11,5,2,Neutral,Yes,Good
23:43,05:11,1423,311,4.91,Low,58,116,6,Sad,No,Average
01:53,08:33,113,513,6.29,Moderate,32,49,2,Happy,Yes,Average
22:30,09:49,1350,589,11.91,Moderate,39,16,3,Happy,No,Good
00:06,08:14,6,494,8.31,Low,26,132,3,Happy,No,Good
01:38,05:49,98,349,4.65,High,66,23,5,Sad,Yes,Poor
00:08,09:12,8,552,8.92,None,51,31,6,Neutral,No,Good
00:35,06:00,35,360,4.99,Low,23,183,2,Happy,No,Average
22:00,08:20,1320,500,10.18,Low,10,78,2,Happy,No,Good
00:22,05:03,22,303,4.6,Low,5,82,4,Sad,No,Poor
22:49,07:14,1369,434,8.23,Moderate,70,112,3,Happy,No,Good
22:43,07:09,1363,429,8.44,Low,68,8,8,Happy,Yes,Good
23:29,06:45,1409,405,7.12,Low,6,34,5,Happy,No,Good
22:10,09:27,1330,567,10.34,Low,21,75,7,Happy,No,Average
00:17,07:50,17,470,7.13,Low,6,14,4,Anxious,No,Good
22:44,08:08,1364,488,8.92,None,26,7,2,Anxious,No,Good
23:28,08:28,1408,508,8.99,Moderate,7,31,4,Happy,No,Average
23:48,06:33,1428,393,6.72,Low,63,11,0,Neutral,No,Good
23:22,07:22,1402,442,8.76,Low,27,47,6,Happy,No,Good
01:10,06:12,70,372,5.3,Moderate,36,34,4,Neutral,No,Average
00:17,09:52,17,592,9.22,Moderate,3,41,6,Neutral,No,Average
01:04,05:54,64,354,4.61,Moderate,49,37,1,Anxious,No,Average
22:48,06:35,1368,395,6.87,Low,26,99,6,Neutral,No,Average
22:16,07:19,1336,439,9.38,Moderate,14,165,3,Happy,No,Average
01:30,05:24,90,324,4.25,Low,58,103,5,Neutral,No,Average
23:52,08:49,1432,529,8.84,Low,2,6,5,Happy,Yes,Average
22:53,07:46,1373,466,9.4,Moderate,33,136,3,Happy,No,Good
22:18,06:01,1338,361,8.12,Moderate,23,85,4,Sad,No,Average
00:43,05:48,43,348,4.63,High,46,60,0,Neutral,No,Average
23:10,05:00,1390,300,5.52,None,65,57,6,Neutral,No,Average
00:52,06:27,52,387,6.01,None,17,78,5,Happy,No,Average
01:01,07:54,61,474,7.27,Moderate,30,50,2,Neutral,No,Good
22:15,07:09,1335,429,9.48,None,21,33,3,Happy,No,Good
01:48,06:12,108,372,4.52,Moderate,13,79,4,Neutral,Yes,Poor
00:05,07:24,5,444,6.9,Low,0,20,2,Anxious,No,Good
00:40,06:55,40,415,5.56,Low,21,45,1,Neutral,No,Average
23:10,07:54,1390,474,8.45,None,2,75,4,Happy,Yes,Average
22:57,08:20,1377,500,9.81,Moderate,28,20,5,Sad,No,Average
00:37,08:05,37,485,7.75,Low,38,66,5,Happy,No,Good
23:27,07:55,1407,475,8.67,Low,5,11,4,Neutral,No,Good
00:31,05:39,31,339,4.75,Moderate,27,35,4,Happy,No,Poor
22:27,08:57,1347,537,10.68,Moderate,3,86,7,Sad,No,Average
00:29,09:02,29,542,9.4,None,41,126,3,Sad,No,Good
22:11,08:35,1331,515,10.66,Low,2,122,2,Happy,Yes,Average
01:01,08:51,61,531,7.24,Low,0,71,4,Neutral,No,Average
00:12,06:21,12,381,6.06,None,45,45,1,Sad,Yes,Good
01:53,05:59,113,359,4.17,Low,55,18,3,Happy,No,Good
23:50,07:59,1430,479,8.31,None,12,31,2,Happy,No,Good
23:08,09:20,1388,560,10.04,Low,33,101,6,Happy,No,Good
00:08,07:10,8,430,7.13,High,21,78,4,Sad,No,Average
23:14,09:20,1394,560,9.7,Low,57,64,2,Neutral,No,Good
23:31,09:05,1411,545,10.11,Low,39,12,5,Neutral,No,Good
00:07,05:36,7,336,6.02,Low,24,49,0,Sad,No,Good
23:40,05:45,1420,345,5.96,Low,11,161,2,Neutral,No,Average
01:53,06:50,113,410,4.65,None,57,126,2,Happy,No,Average
01:12,08:07,72,487,7.17,Low,2,49,3,Happy,No,Good
01:33,07:18,93,438,5.85,None,24,74,6,Anxious,Yes,Poor
22:10,06:38,1330,398,8.21,None,1,42,3,Sad,No,Good
00:24,05:58,24,358,5.43,None,37,64,5,Neutral,No,Average
01:22,06:37,82,397,5.19,Low,49,25,2,Neutral,No,Good
01:19,08:09,79,489,6.7,None,57,100,8,Happy,No,Average
22:12,05:38,1332,338,7.44,None,11,10,4,Neutral,No,Good
00:12,09:31,12,571,9.48,Low,47,122,4,Neutral,No,Good
01:55,05:14,115,314,3.32,Low,32,4,4,Neutral,No,Average
22:17,08:53,1337,533,10.11,None,41,88,3,Neutral,Yes,Good
01:37,08:22,97,502,6.76,None,60,24,4,Sad,No,Good
23:10,08:23,1390,503,9.15,Low,43,44,2,Happy,No,Good
23:15,06:13,1395,373,6.58,Low,3,139,3,Sad,Yes,Average
23:46,07:04,1426,424,6.83,Low,67,58,5,Happy,Yes,Average
01:35,09:06,95,546,7.57,Low,63,19,6,Happy,No,Good
01:14,06:33,74,393,4.76,High,33,3,4,Happy,Yes,Poor
23:35,06:58,1415,418,6.59,Low,27,69,5,Neutral,No,Average
01:51,07:07,111,427,6.12,Moderate,39,62,3,Sad,No,Average
00:59,09:37,59,577,8.67,Low,27,114,7,Sad,No,Average
00:06,05:16,6,316,5.41,Moderate,28,12,8,Sad,No,Poor
00:17,06:01,17,361,5.16,Low,12,138,4,Happy,Yes,Poor
22:15,05:22,1335,322,6.64,None,34,125,5,Neutral,No,Average
01:44,09:22,104,562,7.99,High,27,24,1,Neutral,No,Good
22:27,09:31,1347,571,10.91,Low,47,81,5,Sad,Yes,Average
23:01,07:33,1381,453,9.2,Low,24,128,7,Neutral,No,Average
01:41,06:14,101,374,4.59,Low,35,76,6,Neutral,No,Average
00:12,08:44,12,524,8.58,High,11,137,5,Sad,No,Average
22:21,08:01,1341,481,9.67,Low,44,42,5,Neutral,No,Good
22:52,05:09,1372,309,6.35,None,2,42,0,Sad,No,Good
01:30,09:44,90,584,7.68,Low,43,62,2,Sad,No,Good
00:39,06:15,39,375,5.87,None,31,22,2,Happy,No,Good
22:42,07:47,1362,467,8.65,Low,38,81,4,Happy,No,Good
23:36,08:31,1416,511,9.28,Moderate,55,213,4,Neutral,No,Average
01:27,06:14,87,374,4.75,Low,2,32,4,Anxious,No,Average
22:20,06:22,1340,382,7.46,None,44,77,4,Neutral,No,Good
01:55,07:43,115,463,6.05,Low,16,111,4,Happy,No,Average
23:41,06:17,1421,377,6.35,Low,33,90,4,Sad,No,Average
00:01,07:28,1,448,7.13,Moderate,22,17,7,Sad,No,Average
01:55,05:12,115,312,3.81,Low,63,27,7,Sad,No,Average
01:44,07:10,104,430,5.05,Low,41,96,6,Happy,No,Average
22:53,09:39,1373,579,11.22,Low,50,1,4,Happy,No,Good
00:56,06:14,56,374,5.42,Low,36,3,3,Anxious,No,Good
00:59,05:39,59,339,4.1,Low,33,54,7,Sad,No,Average
01:44,07:02,104,422,4.96,None,26,113,2,Happy,No,Average
22:34,08:36,1354,516,9.74,Low,57,59,4,Sad,No,Good
23:07,06:46,1387,406,7.87,None,26,114,0,Happy,Yes,Average
00:39,07:52,39,472,7.55,Low,31,57,4,Neutral,No,Good
23:42,05:35,1422,335,5.91,Low,35,7,4,Neutral,No,Average
22:17,05:55,1337,355,7.36,Low,1,58,4,Happy,Yes,Average
22:44,05:34,1364,334,7.08,Moderate,34,53,3,Neutral,No,Good
00:45,08:28,45,508,7.8,Low,64,157,4,Neutral,No,Good
23:52,07:59,1432,479,7.83,Moderate,84,2,2,Anxious,Yes,Good
00:15,09:02,15,542,8.7,None,6,13,5,Anxious,No,Good
01:36,06:30,96,390,4.97,None,48,51,3,Happy,No,Good
00:49,09:12,49,552,8.09,Low,44,12,2,Neutral,No,Good
23:16,05:44,1396,344,5.88,None,17,77,1,Sad,No,Average
00:43,05:55,43,355,5.48,High,24,39,5,Neutral,No,Poor
01:39,09:34,99,574,8.06,None,34,98,6,Happy,No,Good
00:03,09:26,3,566,8.94,Low,35,10,5,Neutral,No,Good
01:06,07:43,66,463,7.61,Moderate,19,63,6,Sad,No,Average
22:52,07:21,1372,441,8.87,None,16,12,3,Sad,Yes,Good
22:34,05:42,1354,342,6.96,Low,35,54,2,Neutral,No,Good
23:50,05:15,1430,315,5.4,High,20,39,3,Sad,No,Average
22:15,08:34,1335,514,10.76,High,9,3,7,Anxious,No,Average
23:39,05:46,1419,346,6.83,Moderate,25,81,6,Neutral,No,Poor
01:33,06:18,93,378,4.94,Moderate,34,7,5,Neutral,No,Average
00:28,05:57,28,357,5.25,Low,8,64,3,Neutral,Yes,Poor
01:03,09:16,63,556,8.48,Moderate,70,37,5,Neutral,No,Good
23:08,06:50,1388,410,7.14,Low,14,70,5,Sad,No,Average
00:36,08:44,36,524,8.01,None,42,77,3,Happy,No,Good
00:31,06:14,31,374,6.25,Moderate,37,15,2,Anxious,No,Good
01:45,05:24,105,324,3.83,Low,46,122,4,Happy,No,Average
01:58,08:02,118,482,6.09,Low,21,116,1,Neutral,No,Average
22:37,07:20,1357,440,8.9,High,8,13,4,Neutral,No,Average
23:18,09:11,1398,551,10.5,Low,52,12,5,Happy,No,Good
01:51,06:56,111,416,4.87,Moderate,21,99,5,Happy,Yes,Poor
22:27,09:14,1347,554,10.52,Low,53,56,5,Happy,Yes,Good
00:54,09:03,54,543,7.65,Moderate,4,157,5,Neutral,No,Average
23:14,07:53,1394,473,8.74,Low,1,4,5,Sad,No,Good
22:07,09:18,1327,558,11.65,Low,2,8,2,Neutral,No,Good
01:24,09:54,84,594,8.67,Low,50,14,4,Sad,No,Good
01:28,09:31,88,571,8.12,Low,32,10,9,Happy,No,Good
23:32,06:06,1412,366,5.73,Low,5,60,6,Happy,No,Average
22:03,09:35,1323,575,11.58,Low,19,102,3,Neutral,Yes,Average
01:12,09:31,72,571,8.75,None,8,60,5,Anxious,No,Good
22:49,09:08,1369,548,10.96,High,20,151,5,Neutral,No,Average
23:01,06:58,1381,418,7.45,Low,0,155,3,Happy,No,Good
23:33,07:17,1413,437,8.15,None,2,131,5,Sad,No,Average
22:54,07:32,1374,452,8.54,Low,15,72,3,Anxious,Yes,Average
01:19,06:49,79,409,5.57,Moderate,32,72,8,Neutral,No,Poor
23:47,08:20,1427,500,8.02,None,33,1,6,Neutral,No,Good
23:26,09:50,1406,590,10.14,Moderate,26,19,6,Happy,No,Average
01:44,08:21,104,501,6.87,High,31,104,5,Happy,No,Average
22:45,09:19,1365,559,10.53,None,52,53,6,Neutral,Yes,Good
23:15,09:23,1395,563,9.91,Low,38,49,7,Sad,Yes,Good
23:36,08:32,1416,512,8.34,None,27,27,4,Neutral,No,Good
00:48,07:09,48,429,5.96,Low,77,102,7,Happy,No,Average
00:55,09:15,55,555,8.63,None,37,41,8,Anxious,No,Good
22:56,06:41,1376,401,7.96,Low,75,80,6,Sad,No,Good
00:44,06:51,44,411,6.23,Moderate,9,0,0,Anxious,No,Average
22:13,08:39,1333,519,10.4,None,51,49,5,Happy,No,Good
22:48,05:46,1368,346,7.01,Low,65,26,1,Happy,No,Good
22:38,06:50,1358,410,7.88,None,22,51,5,Sad,No,Good
23:55,06:23,1435,383,5.7,Low,31,96,4,Neutral,No,Average
01:09,05:08,69,308,3.43,Moderate,1,75,4,Neutral,No,Poor
22:40,08:03,1360,483,9.55,None,79,68,0,Sad,No,Good
22:54,08:52,1374,532,10.6,None,28,95,5,Happy,No,Average
22:27,07:11,1347,431,8.97,Low,10,58,3,Sad,No,Good
01:51,09:41,111,581,7.45,Low,90,29,3,Sad,Yes,Good
23:34,06:01,1414,361,6.5,Moderate,2,109,7,Happy,Yes,Poor
01:46,08:05,106,485,6.27,Low,68,115,6,Neutral,No,Average
00:49,09:39,49,579,9.03,Moderate,56,159,3,Sad,No,Good
22:53,06:18,1373,378,7.45,None,38,15,4,Happy,No,Good
01:18,09:42,78,582,8.45,Low,79,1,1,Anxious,No,Good
01:42,08:04,102,484,6.43,None,15,0,4,Happy,No,Average
23:01,08:45,1381,525,9.52,Moderate,13,124,2,Sad,No,Average
01:10,05:17,70,317,4.32,Low,16,0,6,Happy,Yes,Poor
00:43,05:53,43,353,5.58,None,42,70,4,Neutral,No,Average
01:50,05:36,110,336,4.02,Low,71,54,9,Happy,No,Average
00:10,07:05,10,425,7.14,Low,64,15,3,Neutral,No,Good
22:36,08:20,1356,500,9.58,Low,8,87,2,Sad,Yes,Average
23:45,08:43,1425,523,8.74,None,0,84,8,Neutral,Yes,Average
00:23,09:41,23,581,9.42,Moderate,17,122,2,Happy,No,Average
01:45,08:38,105,518,6.53,Low,27,161,7,Neutral,No,Average
22:52,06:27,1372,387,7.19,Low,5,43,4,Neutral,No,Good
00:39,05:48,39,348,4.9,None,46,57,5,Happy,No,Average
01:42,07:35,102,455,5.25,Low,43,90,3,Happy,Yes,Average
23:35,09:25,1415,565,9.33,Low,28,114,0,Sad,No,Good
01:46,05:15,106,315,3.15,Low,19,43,4,Happy,No,Average
22:02,08:29,1322,509,10.41,Low,40,31,3,Neutral,No,Good
01:44,09:17,104,557,7.87,Moderate,77,65,4,Sad,No,Average
22:31,07:24,1351,444,9.44,Moderate,39,79,8,Happy,Yes,Average
00:29,06:24,29,384,6.32,Low,40,55,5,Happy,No,Good
23:06,09:08,1386,548,10.15,None,36,52,1,Happy,No,Good
23:33,08:44,1413,524,9.92,Low,27,4,5,Neutral,No,Good
01:49,07:46,109,466,5.72,Low,7,122,7,Happy,No,Poor
00:31,05:53,31,353,5.66,Moderate,8,13,2,Sad,No,Average
00:22,08:06,22,486,7.97,High,6,30,6,Anxious,No,Average
22:00,09:02,1320,542,11.11,Moderate,28,84,8,Anxious,No,Average
01:23,08:01,83,481,6.72,None,13,104,5,Neutral,No,Average
23:59,09:53,1439,593,10.15,Low,11,37,8,Neutral,Yes,Average
22:46,07:38,1366,458,8.82,Low,57,33,8,Happy,No,Good
00:10,07:23,10,443,8.07,None,0,72,2,Sad,No,Good
22:50,09:51,1370,591,11.5,Low,32,45,0,Neutral,Yes,Good
01:28,06:26,88,386,4.99,Moderate,48,10,7,Sad,No,Average
00:17,07:30,17,450,7.47,Low,7,8,4,Sad,Yes,Average
00:15,09:53,15,593,9.42,High,20,40,4,Happy,No,Average
22:04,07:13,1324,433,9.57,Low,21,7,6,Happy,No,Good
00:18,06:12,18,372,5.59,Low,34,129,2,Happy,Yes,Average
01:39,05:05,99,305,3.26,High,40,24,3,Neutral,No,Average
23:09,06:47,1389,407,7.6,Low,36,91,6,Happy,Yes,Average
01:52,07:11,112,431,6.0,Low,36,39,2,Neutral,Yes,Good
23:05,07:22,1385,442,8.13,None,6,94,3,Neutral,No,Good
22:37,08:54,1357,534,9.45,Low,11,79,3,Anxious,Yes,Average
01:32,06:59,92,419,4.76,Low,5,108,5,Happy,Yes,Poor
00:33,07:12,33,432,7.25,Moderate,18,58,4,Happy,Yes,Average
22:44,08:10,1364,490,9.18,Low,9,127,2,Sad,No,Good
22:22,06:34,1342,394,8.02,Low,62,29,2,Neutral,No,Good
00:44,07:01,44,421,6.61,High,60,87,3,Neutral,No,Average
23:48,08:41,1428,521,8.87,Moderate,13,6,4,Neutral,Yes,Average
01:45,06:14,105,374,4.55,Moderate,8,1,5,Neutral,No,Poor
00:58,08:41,58,521,7.38,Low,68,119,8,Happy,No,Good
01:34,06:40,94,400,5.3,Moderate,31,39,1,Happy,No,Average
23:54,09:11,1434,551,9.61,None,37,126,5,Anxious,No,Good
00:29,06:07,29,367,4.94,Low,52,101,2,Neutral,No,Average
22:51,06:55,1371,415,8.26,None,34,60,5,Anxious,No,Good
23:10,06:45,1390,405,7.81,Low,46,38,4,Neutral,No,Good
01:45,06:19,105,379,4.42,Low,27,34,7,Neutral,No,Average
00:37,06:34,37,394,5.67,Low,46,181,6,Happy,No,Average
23:07,08:21,1387,501,9.42,None,8,34,0,Neutral,Yes,Good
23:39,05:54,1419,354,6.4,Moderate,6,51,3,Neutral,Yes,Average
22:31,07:22,1351,442,8.9,Moderate,54,40,7,Anxious,No,Good
00:39,05:30,39,330,4.96,Low,59,66,7,Sad,No,Average
01:24,05:23,84,323,3.96,Moderate,31,36,4,Neutral,Yes,Poor
01:00,06:59,60,419,5.53,Low,19,118,4,Sad,No,Poor
22:16,06:55,1336,415,9.3,Low,50,86,2,Happy,No,Good
23:40,08:19,1420,499,8.66,None,50,35,2,Sad,No,Good
01:14,08:06,74,486,6.53,Low,29,12,6,Happy,No,Average
23:30,05:13,1410,313,5.82,Low,10,14,4,Happy,No,Average
22:13,09:09,1333,549,10.56,Moderate,46,2,8,Happy,No,Good
00:27,06:53,27,413,6.21,Low,5,78,0,Neutral,No,Average
01:17,07:15,77,435,5.3,None,9,56,4,Happy,No,Average
22:58,05:43,1378,343,6.98,High,58,85,5,Happy,Yes,Poor
22:17,06:22,1337,382,8.16,Low,9,21,2,Anxious,No,Good
23:35,05:41,1415,341,5.95,None,20,5,4,Neutral,No,Average
00:29,06:35,29,395,6.33,High,12,54,3,Anxious,No,Average
01:44,07:49,104,469,5.97,High,47,83,4,Neutral,No,Poor
00:17,09:00,17,540,8.71,None,20,6,1,Sad,No,Good
00:48,09:43,48,583,8.78,None,66,125,3,Sad,No,Good
01:14,06:19,74,379,5.65,None,1,53,1,Sad,No,Average
01:28,09:59,88,599,8.42,Low,16,10,7,Neutral,Yes,Average
22:39,08:01,1359,481,9.54,Moderate,6,38,0,Happy,No,Good
22:09,08:46,1329,526,10.68,Moderate,37,42,5,Anxious,No,Good
00:29,08:53,29,533,8.9,Moderate,72,31,3,Happy,Yes,Good
01:08,06:16,68,376,5.96,Low,42,14,6,Happy,No,Average
23:21,09:09,1401,549,9.13,Low,46,11,7,Sad,No,Good
01:23,08:54,83,534,8.0,Low,8,117,4,Anxious,No,Average
23:10,09:33,1390,573,10.21,Low,10,85,5,Neutral,No,Average
01:59,09:43,119,583,7.78,Low,24,159,3,Sad,No,Good
23:44,07:10,1424,430,7.82,None,42,38,9,Sad,No,Good
01:55,05:33,115,333,3.64,None,17,29,2,Neutral,No,Average
01:42,06:32,102,392,4.82,None,55,97,1,Sad,Yes,Average
01:56,09:12,116,552,7.7,Low,52,61,4,Sad,No,Good
00:16,07:52,16,472,7.17,None,60,158,3,Neutral,No,Good
00:23,06:48,23,408,6.7,Moderate,11,156,7,Happy,No,Poor
01:53,09:16,113,556,6.76,None,57,34,5,Anxious,Yes,Average
00:05,06:45,5,405,6.8,Low,65,13,3,Happy,No,Good
23:32,07:16,1412,436,7.58,Low,33,34,4,Neutral,No,Good
22:29,07:36,1349,456,8.58,None,31,38,3,Neutral,No,Good
00:16,07:35,16,455,7.15,Low,17,61,5,Sad,No,Average
00:19,07:16,19,436,6.93,Low,76,63,2,Sad,No,Good
23:37,05:27,1417,327,6.21,None,60,119,5,Sad,No,Average
22:54,09:43,1374,583,10.75,Moderate,43,96,7,Sad,No,Average
